,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,technique,sweetness,type
2137,6.6,0.295,0.24,1.6,0.039,29.0,140.0,0.9930399999999999,3.35,0.61,10.4,good,traditional,dry,white light_bodied
2138,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,decent,traditional,off-dry,white light_bodied
2139,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,decent,traditional,off-dry,white light_bodied
2140,5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.31,10.8,decent,organic,off-dry,white light_bodied
2141,7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,poor,traditional,off-dry,white light_bodied
2142,6.8,0.21,0.31,2.9,0.046,40.0,121.0,0.9913,3.07,0.65,10.9,good,traditional,dry,white light_bodied
2143,6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.9947299999999999,3.34,0.52,10.9,decent,traditional,dry,white light_bodied
2144,6.2,0.38,0.42,2.5,0.038,34.0,117.0,0.9913200000000001,3.36,0.59,11.6,good,organic,dry,white full_bodied
2145,6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.9960399999999999,3.15,0.55,9.4,decent,traditional,dry,white light_bodied
2146,8.0,0.22,0.32,10.4,0.043,63.0,201.0,0.997,3.11,0.53,9.5,decent,traditional,off-dry,white light_bodied
2147,7.1,0.53,0.07,1.7,0.071,15.0,24.0,0.9951,3.29,0.66,10.8,decent,organic,dry,red regular
2148,6.2,0.28,0.27,10.3,0.03,26.0,108.0,0.9938799999999999,3.2,0.36,10.7,decent,organic,off-dry,white light_bodied
2149,7.8,0.5,0.17,1.6,0.08199999999999999,21.0,102.0,0.996,3.39,0.48,9.5,poor,organic,dry,red fresh
2150,8.0,0.45,0.36,8.8,0.026000000000000002,50.0,151.0,0.9927,3.07,0.25,12.7,very good,traditional,dry,white full_bodied
2151,7.8,0.645,0.0,2.0,0.08199999999999999,8.0,16.0,0.9964,3.38,0.59,9.8,decent,organic,dry,red fresh
2152,6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.9989600000000001,3.1,0.45,8.9,decent,organic,off-dry,white light_bodied
2153,7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,decent,organic,dry,red fresh
2154,7.4,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,3.07,0.38,10.9,poor,organic,dry,white light_bodied
2155,6.4,0.31,0.28,1.5,0.037000000000000005,12.0,119.0,0.9919,3.32,0.51,10.4,good,organic,dry,white light_bodied
2156,6.7,0.31,0.44,6.7,0.054000000000000006,29.0,160.0,0.9952,3.04,0.44,9.6,poor,traditional,dry,white light_bodied
2157,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,decent,traditional,off-dry,white light_bodied
2158,9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.9981399999999999,3.36,0.53,10.0,poor,organic,dry,red fresh
2159,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,poor,organic,dry,red regular
2160,5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,decent,organic,dry,red intense
2161,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,decent,organic,dry,white bold
2162,9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.9962200000000001,3.23,0.66,11.1,decent,organic,dry,red regular
2163,6.2,0.3,0.31,1.6,0.035,40.0,106.0,0.9891399999999999,3.26,0.39,12.9,good,organic,dry,white full_bodied
2164,6.5,0.34,0.28,1.8,0.040999999999999995,43.0,188.0,0.9928,3.13,0.37,9.6,decent,traditional,dry,white light_bodied
2165,6.6,0.18,0.28,1.7,0.040999999999999995,53.0,161.0,0.9920700000000001,3.13,0.45,10.2,decent,traditional,dry,white light_bodied
2166,6.5,0.29,0.53,1.7,0.04,41.0,192.0,0.9922,3.26,0.59,10.4,good,traditional,dry,white light_bodied
2167,5.5,0.3,0.25,1.9,0.028999999999999998,33.0,118.0,0.98972,3.36,0.66,12.5,decent,organic,dry,white full_bodied
2168,7.2,0.26,0.26,12.7,0.036000000000000004,49.0,214.0,0.9986,3.41,0.5,10.0,decent,traditional,off-dry,white light_bodied
2169,9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,poor,traditional,dry,red fresh
2170,7.1,0.44,0.37,2.7,0.040999999999999995,35.0,128.0,0.9896,3.07,0.43,13.5,good,traditional,dry,white bold
2171,6.5,0.28,0.25,4.8,0.028999999999999998,54.0,128.0,0.99074,3.17,0.44,12.2,good,traditional,dry,white full_bodied
2172,6.7,0.15,0.29,5.0,0.057999999999999996,28.0,105.0,0.9946,3.52,0.44,10.2,good,organic,dry,white light_bodied
2173,6.2,0.3,0.32,1.3,0.054000000000000006,27.0,183.0,0.99266,3.3,0.43,10.1,poor,traditional,dry,white light_bodied
2174,7.9,0.255,0.26,2.0,0.026000000000000002,40.0,190.0,0.9932,3.04,0.39,11.2,decent,traditional,dry,white full_bodied
2175,7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.9973,3.01,0.44,9.0,poor,traditional,off-dry,white light_bodied
2176,6.2,0.36,0.14,8.9,0.036000000000000004,38.0,155.0,0.9962200000000001,3.27,0.5,9.4,poor,traditional,dry,white light_bodied
2177,6.1,0.41,0.04,1.3,0.036000000000000004,23.0,121.0,0.9922799999999999,3.24,0.61,9.9,decent,traditional,dry,white light_bodied
2178,8.3,0.22,0.38,14.8,0.054000000000000006,32.0,126.0,1.0002,3.22,0.5,9.7,poor,traditional,off-dry,white light_bodied
2179,7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.9962200000000001,3.38,0.58,10.1,decent,traditional,dry,white light_bodied
2180,6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,good,traditional,off-dry,white light_bodied
2181,7.1,0.14,0.35,1.4,0.039,24.0,128.0,0.9921200000000001,2.97,0.68,10.4,poor,traditional,dry,white light_bodied
2182,7.2,0.16,0.35,1.2,0.031,27.0,84.0,0.9928,3.33,0.34,9.9,poor,organic,dry,white light_bodied
2183,6.4,0.22,0.32,7.9,0.028999999999999998,34.0,124.0,0.9948,3.4,0.39,10.2,poor,traditional,dry,white light_bodied
2184,8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,decent,organic,dry,red regular
2185,6.0,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46,9.1,poor,traditional,dry,white light_bodied
2186,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,decent,traditional,off-dry,white light_bodied
2187,7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,2.89,0.38,9.0,decent,traditional,off-dry,white light_bodied
2188,8.0,0.37,0.32,1.6,0.04,32.0,166.0,0.992,3.0,0.55,11.3,good,traditional,dry,white full_bodied
2189,7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.9967600000000001,3.31,0.6,9.4,decent,organic,dry,red fresh
2190,5.8,0.26,0.24,9.2,0.044000000000000004,55.0,152.0,0.9961,3.31,0.38,9.4,poor,traditional,dry,white light_bodied
2191,6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.9967600000000001,3.2,0.35,9.8,decent,organic,off-dry,white light_bodied
2192,7.7,0.28,0.58,12.1,0.046,60.0,177.0,0.9983,3.08,0.46,8.9,poor,traditional,off-dry,white light_bodied
2193,6.6,0.14,0.44,1.6,0.042,47.0,140.0,0.993,3.32,0.51,10.2,decent,traditional,dry,white light_bodied
2194,7.4,0.22,0.27,1.6,0.057,45.0,98.0,0.9929899999999999,3.29,0.44,9.9,good,organic,dry,white light_bodied
2195,7.8,0.2,0.24,1.6,0.026000000000000002,26.0,189.0,0.991,3.08,0.74,12.1,good,traditional,dry,white full_bodied
2196,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,good,traditional,off-dry,white light_bodied
2197,5.8,0.35,0.29,3.2,0.034,41.0,151.0,0.9912,3.35,0.58,11.6333333333333,good,traditional,dry,white full_bodied
2198,8.1,0.785,0.52,2.0,0.122,37.0,153.0,0.9969,3.21,0.69,9.3,poor,traditional,dry,red fresh
2199,6.4,0.38,0.2,5.3,0.11699999999999999,57.0,181.0,0.99459,3.24,0.43,9.5,decent,traditional,dry,white light_bodied
2200,6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.9963299999999999,3.42,0.97,10.6,poor,organic,dry,red regular
2201,10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.9961399999999999,3.23,0.49,9.3,very poor,organic,dry,red fresh
2202,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,poor,traditional,dry,white light_bodied
2203,10.4,0.44,0.73,6.55,0.07400000000000001,38.0,76.0,0.9990000000000001,3.17,0.85,12.0,good,organic,dry,red regular
2204,7.9,0.29,0.36,11.1,0.033,43.0,208.0,0.9969,3.14,0.46,10.3,poor,traditional,off-dry,white light_bodied
2205,7.4,0.19,0.3,12.8,0.053,48.5,212.0,0.9986,3.14,0.49,9.1,good,traditional,off-dry,white light_bodied
2206,7.2,0.19,0.39,1.2,0.036000000000000004,32.0,85.0,0.9918,3.16,0.5,10.5,poor,organic,dry,white light_bodied
2207,7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,decent,organic,dry,red fresh
2208,6.5,0.48,0.02,0.9,0.043,32.0,99.0,0.99226,3.14,0.47,9.8,very poor,organic,dry,white light_bodied
2209,8.3,0.21,0.49,19.8,0.054000000000000006,50.0,231.0,1.0012,2.99,0.54,9.2,poor,traditional,off-dry,white light_bodied
2210,7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,decent,organic,dry,red intense
2211,5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,very good,organic,dry,white full_bodied
2212,6.4,0.39,0.21,1.2,0.040999999999999995,35.0,136.0,0.99225,3.15,0.46,10.2,poor,traditional,dry,white light_bodied
2213,9.0,0.82,0.14,2.6,0.08900000000000001,9.0,23.0,0.9984,3.39,0.63,9.8,poor,organic,dry,red fresh
2214,7.0,0.32,0.31,6.4,0.031,38.0,115.0,0.99235,3.38,0.58,12.2,good,organic,dry,white full_bodied
2215,6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.9967799999999999,3.28,0.72,10.3,good,traditional,off-dry,white light_bodied
2216,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,poor,traditional,off-dry,white light_bodied
2217,6.9,0.63,0.01,2.4,0.076,14.0,39.0,0.9952200000000001,3.34,0.53,10.8,decent,organic,dry,red regular
2218,8.3,0.22,0.38,14.8,0.054000000000000006,32.0,126.0,1.0002,3.22,0.5,9.7,poor,traditional,off-dry,white light_bodied
2219,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,decent,traditional,off-dry,white light_bodied
2220,7.0,0.12,0.28,6.3,0.057,17.0,103.0,0.9957,3.5,0.44,9.6,poor,organic,dry,white light_bodied
2221,7.4,0.25,0.28,7.25,0.027999999999999997,14.0,78.0,0.9923799999999999,2.94,0.37,11.5,good,organic,dry,white full_bodied
2222,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,decent,traditional,off-dry,white light_bodied
2223,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,3.16,0.42,8.7,poor,traditional,off-dry,white light_bodied
2224,7.3,0.67,0.02,2.2,0.07200000000000001,31.0,92.0,0.99566,3.32,0.68,11.1,decent,organic,dry,red regular
2225,6.1,0.28,0.25,17.75,0.044000000000000004,48.0,161.0,0.9993,3.34,0.48,9.5,poor,traditional,off-dry,white light_bodied
2226,5.9,0.415,0.02,0.8,0.038,22.0,63.0,0.9932,3.36,0.36,9.3,poor,organic,dry,white light_bodied
2227,7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.9992200000000001,3.25,0.76,9.4,poor,traditional,off-dry,white light_bodied
2228,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,decent,traditional,dry,white full_bodied
2229,6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.9895799999999999,3.18,0.7,11.7,decent,organic,dry,white full_bodied
2230,8.0,0.19,0.36,1.8,0.05,16.0,84.0,0.9936,3.15,0.45,9.8,good,organic,dry,white light_bodied
2231,7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.9943799999999999,3.09,0.5,9.8,poor,traditional,dry,white light_bodied
2232,7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,decent,organic,dry,white light_bodied
2233,8.1,0.56,0.28,1.7,0.368,16.0,56.0,0.9968,3.11,1.28,9.3,poor,organic,dry,red fresh
2234,6.4,0.31,0.28,1.5,0.037000000000000005,12.0,119.0,0.9919,3.32,0.51,10.4,good,organic,dry,white light_bodied
2235,7.8,0.59,0.33,2.0,0.07400000000000001,24.0,120.0,0.9968,3.25,0.54,9.4,poor,organic,dry,red fresh
2236,7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,decent,organic,dry,red fresh
2237,6.7,0.13,0.57,6.6,0.055999999999999994,60.0,150.0,0.9954799999999999,2.96,0.43,9.4,decent,traditional,dry,white light_bodied
2238,6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.9943299999999999,3.23,0.53,10.98,poor,traditional,dry,white light_bodied
2239,7.4,0.35,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,decent,organic,dry,red regular
2240,7.8,0.26,0.31,3.6,0.025,22.0,100.0,0.99066,2.99,0.47,12.1,good,organic,dry,white full_bodied
2241,6.8,0.21,0.42,1.2,0.045,24.0,126.0,0.99234,3.09,0.87,10.9,decent,traditional,dry,white light_bodied
2242,6.4,0.25,0.32,0.9,0.034,40.0,114.0,0.9911399999999999,3.31,0.58,10.8,good,organic,dry,white light_bodied
2243,8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,9.2,poor,organic,dry,red fresh
2244,6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46,12.3,good,organic,dry,white full_bodied
2245,6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.9906799999999999,3.27,0.31,12.7,decent,traditional,dry,white full_bodied
2246,5.6,0.34,0.25,2.5,0.046,47.0,182.0,0.99093,3.21,0.4,11.3,poor,traditional,dry,white full_bodied
2247,7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.9963200000000001,3.29,0.45,9.4,poor,organic,dry,red fresh
2248,6.7,0.25,0.36,8.6,0.037000000000000005,63.0,206.0,0.9955299999999999,3.18,0.5,9.6,poor,traditional,dry,white light_bodied
2249,6.4,0.5,0.2,2.4,0.059000000000000004,19.0,112.0,0.9931399999999999,3.18,0.4,9.2,decent,organic,dry,white light_bodied
2250,11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,decent,organic,dry,red regular
2251,4.8,0.17,0.28,2.9,0.03,22.0,111.0,0.9902,3.38,0.34,11.3,good,organic,dry,white full_bodied
2252,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,poor,traditional,dry,white full_bodied
2253,6.5,0.33,0.28,6.1,0.018000000000000002,41.0,103.0,0.9912200000000001,3.24,0.32,12.2,decent,organic,dry,white full_bodied
2254,7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,decent,organic,dry,red fresh
2255,6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,decent,organic,dry,red regular
2256,8.0,0.55,0.42,12.6,0.21100000000000002,37.0,213.0,0.9988,2.99,0.56,9.3,poor,traditional,off-dry,white light_bodied
2257,7.4,0.36,0.3,1.8,0.07400000000000001,17.0,24.0,0.99419,3.24,0.7,11.4,very good,organic,dry,red regular
2258,6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8,decent,traditional,dry,white light_bodied
2259,6.5,0.19,0.3,0.8,0.043,33.0,144.0,0.9936,3.42,0.39,9.1,decent,traditional,dry,white light_bodied
2260,6.6,0.84,0.03,2.3,0.059000000000000004,32.0,48.0,0.9952,3.52,0.56,12.3,good,organic,dry,red intense
2261,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.9939100000000001,3.11,0.46,9.73333333333333,poor,traditional,dry,white light_bodied
2262,6.3,0.24,0.74,1.4,0.172,24.0,108.0,0.9932,3.27,0.39,9.9,decent,organic,dry,white light_bodied
2263,7.4,0.29,0.48,12.8,0.037000000000000005,61.5,182.0,0.99808,3.02,0.34,8.8,poor,traditional,off-dry,white light_bodied
2264,7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,3.15,0.46,10.0,good,organic,dry,white light_bodied
2265,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,poor,organic,dry,red fresh
2266,7.0,0.17,0.37,5.7,0.025,29.0,111.0,0.9938,3.2,0.49,10.8,decent,organic,dry,white light_bodied
2267,7.8,0.28,0.49,1.3,0.046,27.0,142.0,0.9936,3.09,0.59,10.2,poor,traditional,dry,white light_bodied
2268,5.9,0.18,0.28,5.1,0.039,50.0,139.0,0.99165,3.16,0.44,11.3,decent,traditional,dry,white full_bodied
2269,6.4,0.17,0.3,2.8,0.034,33.0,125.0,0.9915200000000001,3.03,0.49,10.4,decent,traditional,dry,white light_bodied
2270,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,good,organic,dry,red regular
2271,6.6,0.2,0.38,7.9,0.052000000000000005,30.0,145.0,0.9947,3.32,0.56,11.0,good,traditional,dry,white light_bodied
2272,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.9955700000000001,3.36,0.62,10.8,decent,organic,dry,red regular
2273,6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,11.5,decent,traditional,dry,white full_bodied
2274,5.7,0.25,0.32,12.2,0.040999999999999995,43.0,127.0,0.99524,3.23,0.53,10.4,good,traditional,off-dry,white light_bodied
2275,6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9.0,poor,traditional,off-dry,white light_bodied
2276,7.5,0.32,0.26,1.8,0.042,13.0,133.0,0.9938,3.07,0.38,9.5,poor,traditional,dry,white light_bodied
2277,6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.9918899999999999,3.04,0.59,11.3,very good,traditional,dry,white full_bodied
2278,6.8,0.27,0.28,13.3,0.076,50.0,163.0,0.9979,3.03,0.38,8.6,decent,traditional,off-dry,white light_bodied
2279,5.6,0.23,0.25,8.0,0.043,31.0,101.0,0.99429,3.19,0.42,10.4,decent,organic,dry,white light_bodied
2280,7.3,0.28,0.37,1.2,0.039,26.0,99.0,0.99198,3.01,0.62,10.8,poor,organic,dry,white light_bodied
2281,7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,poor,organic,dry,red fresh
2282,8.4,0.32,0.35,11.7,0.028999999999999998,3.0,46.0,0.99439,3.02,0.34,11.8,decent,organic,off-dry,white full_bodied
2283,7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,very poor,organic,dry,red regular
2284,10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,decent,organic,dry,red regular
2285,6.0,0.23,0.34,1.3,0.025,23.0,111.0,0.98961,3.36,0.37,12.7,decent,organic,dry,white full_bodied
2286,6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.99216,3.18,0.4,11.0,good,traditional,dry,white light_bodied
2287,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.9968899999999999,3.59,0.66,9.8,poor,organic,dry,red fresh
2288,6.0,0.26,0.33,4.35,0.04,15.0,80.0,0.98934,3.29,0.5,12.7,decent,organic,dry,white full_bodied
2289,10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,decent,organic,dry,red regular
2290,6.1,0.27,0.3,16.7,0.039,49.0,172.0,0.99985,3.4,0.45,9.4,poor,traditional,off-dry,white light_bodied
2291,5.8,0.3,0.27,1.7,0.013999999999999999,45.0,104.0,0.9891399999999999,3.4,0.56,12.6,good,organic,dry,white full_bodied
2292,6.4,0.29,0.3,6.5,0.209,62.0,156.0,0.9947799999999999,3.1,0.4,9.4,poor,traditional,dry,white light_bodied
2293,7.2,0.38,0.31,2.0,0.055999999999999994,15.0,29.0,0.99472,3.23,0.76,11.3,very good,organic,dry,red regular
2294,5.0,0.2,0.4,1.9,0.015,20.0,98.0,0.9897,3.37,0.55,12.05,decent,organic,dry,white full_bodied
2295,6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,poor,organic,dry,red fresh
2296,6.7,0.43,0.23,5.0,0.157,49.0,145.0,0.99471,3.17,0.49,9.4,poor,traditional,dry,white light_bodied
2297,7.1,0.75,0.01,2.2,0.059000000000000004,11.0,18.0,0.9924200000000001,3.39,0.4,12.8,decent,organic,dry,red intense
2298,10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,poor,organic,dry,red regular
2299,7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.9942,3.26,0.38,12.2,very good,traditional,off-dry,white full_bodied
2300,6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,good,organic,dry,white full_bodied
2301,6.5,0.44,0.47,5.45,0.013999999999999999,44.0,137.0,0.9898399999999999,3.13,0.32,13.0,very good,traditional,dry,white full_bodied
2302,7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,decent,traditional,dry,white full_bodied
2303,7.0,0.19,0.33,6.3,0.032,42.0,127.0,0.99182,3.31,0.38,12.2,decent,traditional,dry,white full_bodied
2304,7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39,9.4,poor,organic,off-dry,white light_bodied
2305,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,poor,organic,dry,red fresh
2306,6.6,0.19,0.28,1.1,0.044000000000000004,38.0,100.0,0.9904,3.22,0.69,11.2,decent,organic,dry,white full_bodied
2307,6.7,0.14,0.51,4.3,0.027999999999999997,57.0,124.0,0.9917600000000001,2.91,0.54,10.7,good,traditional,dry,white light_bodied
2308,7.0,0.69,0.0,1.9,0.114,3.0,10.0,0.99636,3.35,0.6,9.7,decent,organic,dry,red fresh
2309,6.7,0.25,0.26,1.55,0.040999999999999995,118.5,216.0,0.9949,3.55,0.63,9.4,NA,traditional,dry,white light_bodied
2310,6.7,0.23,0.39,2.5,0.172,63.0,158.0,0.9937,3.11,0.36,9.4,decent,traditional,dry,white light_bodied
2311,8.3,0.65,0.1,2.9,0.08900000000000001,17.0,40.0,0.99803,3.29,0.55,9.5,poor,organic,dry,red fresh
2312,7.8,0.25,0.28,7.2,0.04,46.0,179.0,0.99541,3.14,0.6,10.1,decent,traditional,dry,white light_bodied
2313,5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.9954200000000001,3.28,0.44,9.5,decent,traditional,dry,white light_bodied
2314,7.2,0.25,0.39,18.95,0.038,42.0,155.0,0.9999,2.97,0.47,9.0,decent,traditional,off-dry,white light_bodied
2315,7.0,0.655,0.16,2.1,0.07400000000000001,8.0,25.0,0.9960600000000001,3.37,0.55,9.7,poor,organic,dry,red fresh
2316,7.5,0.27,0.36,7.0,0.036000000000000004,45.0,164.0,0.9939,3.03,0.33,11.0,poor,traditional,dry,white light_bodied
2317,7.6,0.21,0.44,1.9,0.036000000000000004,10.0,119.0,0.9913,3.01,0.7,12.8,decent,organic,dry,white full_bodied
2318,7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.9965700000000001,3.03,0.47,9.3,poor,organic,off-dry,white light_bodied
2319,6.2,0.28,0.57,1.0,0.043,50.0,92.0,0.9900399999999999,3.17,0.36,11.5,decent,organic,dry,white full_bodied
2320,12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,decent,organic,dry,red regular
2321,6.0,0.2,0.33,1.1,0.039,45.0,126.0,0.99051,3.31,0.45,11.6,good,traditional,dry,white full_bodied
2322,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,decent,traditional,dry,white light_bodied
2323,15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,poor,organic,dry,red regular
2324,9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,poor,organic,dry,red fresh
2325,8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.9952700000000001,3.22,0.47,10.3,poor,traditional,dry,white light_bodied
2326,6.9,0.58,0.2,1.75,0.057999999999999996,8.0,22.0,0.9932200000000001,3.38,0.49,11.7,poor,organic,dry,red regular
2327,7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.998,3.0,0.45,9.2,poor,traditional,off-dry,white light_bodied
2328,6.4,0.26,0.24,6.4,0.04,27.0,124.0,0.9903,3.22,0.49,12.6,good,traditional,dry,white full_bodied
2329,7.5,0.28,0.41,1.3,0.044000000000000004,11.0,126.0,0.99293,3.28,0.45,10.3,poor,traditional,dry,white light_bodied
2330,6.4,0.15,0.25,7.8,0.05,13.0,68.0,0.9939399999999999,3.16,0.4,9.9,decent,organic,dry,white light_bodied
2331,6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,poor,organic,dry,red intense
2332,10.0,0.2,0.39,1.4,0.05,19.0,152.0,0.9940000000000001,3.0,0.42,10.4,decent,traditional,dry,white light_bodied
2333,12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,poor,organic,dry,red regular
2334,6.1,0.44,0.28,4.25,0.032,43.0,132.0,0.9916,3.26,0.47,11.3,good,traditional,dry,white full_bodied
2335,7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.9930399999999999,3.13,0.4,9.6,poor,traditional,dry,white light_bodied
2336,5.0,1.02,0.04,1.4,0.045,41.0,85.0,0.9938,3.75,0.48,10.5,very poor,organic,dry,red regular
2337,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,poor,organic,dry,red fresh
2338,6.6,0.17,0.28,1.8,0.042,62.0,178.0,0.9920399999999999,3.15,0.42,10.2,poor,traditional,dry,white light_bodied
2339,7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,very good,traditional,dry,white full_bodied
2340,9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,poor,organic,dry,red fresh
2341,7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,decent,organic,dry,white light_bodied
2342,7.2,0.23,0.38,14.3,0.057999999999999996,55.0,194.0,0.9979,3.09,0.44,9.0,decent,traditional,off-dry,white light_bodied
2343,8.0,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,3.08,0.37,10.4,decent,organic,dry,white light_bodied
2344,7.0,0.16,0.25,14.3,0.044000000000000004,27.0,149.0,0.998,2.91,0.46,9.2,decent,traditional,off-dry,white light_bodied
2345,6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,poor,organic,dry,red fresh
